Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Hour
372351,internet,29-06-2015,29-Jun-15,1900-01-01 13:52:24,Internet,Lake Lotwawana,Missouri,64086,Solved,No,13.0
342487,billing fraud by disney,15-06-2015,15-Jun-15,1900-01-01 23:40:30,Internet,Lake Oswego,Oregon,97035,Solved,No,23.0
350930,disney,19-06-2015,19-Jun-15,1900-01-01 01:36:03,Customer Care Call,Lake Station,Indiana,46405,Solved,No,1.0
317426,internet availability for students,06-01-2015,6-Jan-15,1900-01-01 16:59:16,Internet,Lake Tapps,Washington,98391,Open,Yes,16.0
258370,billing,27-04-2015,27-Apr-15,1900-01-01 10:38:03,Internet,Lake Worth,Florida,33467,Closed,No,10.0
301352,disney internet,21-05-2015,21-May-15,1900-01-01 13:46:25,Internet,Lake Worth,Florida,33461,Solved,No,13.0
349083,disney internet billing,18-06-2015,18-Jun-15,1900-01-01 14:27:51,Customer Care Call,Lake Worth,Florida,33467,Open,Yes,14.0
272570,inability to call 911 service during a power outage,05-04-2015,5-Apr-15,1900-01-01 18:32:40,Customer Care Call,Lakewood,Colorado,80227,Solved,No,18.0
322200,disney monopoly hurting my business,06-03-2015,6-Mar-15,1900-01-01 19:39:35,Customer Care Call,Lakewood,Colorado,80215,Open,No,19.0
359672,disney-billing,23-06-2015,23-Jun-15,1900-01-01 18:14:10,Internet,Lakewood,Colorado,80214,Solved,No,18.0
370657,internet speed not as advertised,27-06-2015,27-Jun-15,1900-01-01 23:49:04,Customer Care Call,Lakewood,Colorado,80228,Open,No,23.0
375292,underhanded sales techniques,30-06-2015,30-Jun-15,1900-01-01 15:59:45,Internet,Lakewood,Colorado,80215,Pending,No,15.0
360760,disney internet,24-06-2015,24-Jun-15,1900-01-01 02:25:45,Internet,Lakewood,Washington,98498,Open,Yes,2.0
224907,internet/phone billing services,04-08-2015,4-Aug-15,1900-01-01 17:14:27,Internet,Lancaster,Pennsylvania,17601,Closed,No,17.0
327394,fraudulent billing practice,06-07-2015,6-Jul-15,1900-01-01 13:35:54,Customer Care Call,Lancaster,Pennsylvania,17602,Solved,No,13.0
359952,not receiving network speed as advertised,23-06-2015,23-Jun-15,1900-01-01 19:44:18,Customer Care Call,Lancaster,Pennsylvania,17603,Open,No,19.0
217488,internet speed/service,04-03-2015,4-Mar-15,1900-01-01 23:45:34,Internet,Lansing,Michigan,48917,Closed,No,23.0
254865,disney not honoring agreement,24-04-2015,24-Apr-15,1900-01-01 11:10:28,Customer Care Call,Lansing,Michigan,48910,Closed,No,11.0
287152,falsified unreturned equipment fees,13-05-2015,13-May-15,1900-01-01 10:12:47,Internet,Lansing,Michigan,48912,Solved,No,10.0
360633,slow disney internet,24-06-2015,24-Jun-15,1900-01-01 00:29:01,Customer Care Call,Lansing,Michigan,48917,Solved,No,0.0
360805,disney not delivering advertised speed,24-06-2015,24-Jun-15,1900-01-01 03:40:52,Internet,Lansing,Michigan,48917,Open,No,3.0
368658,disney support,26-06-2015,26-Jun-15,1900-01-01 15:40:10,Internet,Lansing,Michigan,48911,Pending,No,15.0
268345,several issues,05-01-2015,5-Jan-15,1900-01-01 11:47:17,Internet,Lantana,Florida,33462,Closed,No,11.0
281869,inappropriate billing,05-09-2015,5-Sep-15,1900-01-01 14:10:19,Customer Care Call,Lantana,Florida,33462,Closed,No,14.0
290320,disney internet offer,14-05-2015,14-May-15,1900-01-01 15:43:29,Internet,Larkspur,California,94939,Solved,No,15.0
323021,disney las cruces new mexico,06-04-2015,6-Apr-15,1900-01-01 11:50:46,Customer Care Call,Las Cruces,New Mexico,88011,Closed,No,11.0
371411,unfair billing practices,29-06-2015,29-Jun-15,1900-01-01 00:41:11,Customer Care Call,Las Cruces,New Mexico,88011,Solved,No,0.0
270736,disney stockholder response,05-03-2015,5-Mar-15,1900-01-01 17:36:02,Customer Care Call,Las Vegas,Nevada,89104,Closed,No,17.0
334003,xfinity cable & internet repackage scam,06-10-2015,6-Oct-15,1900-01-01 21:50:41,Customer Care Call,Lauderhill,Florida,33313,Solved,No,21.0
312662,constant loss of account,28-05-2015,28-May-15,1900-01-01 21:13:08,Customer Care Call,Laurel,Maryland,20708,Solved,Yes,21.0
361873,xfinity slow internet,24-06-2015,24-Jun-15,1900-01-01 13:16:18,Customer Care Call,Laurel,Maryland,20708,Solved,No,13.0
375959,disney poor customer service and degraded service,30-06-2015,30-Jun-15,1900-01-01 19:19:20,Internet,Laurel,Maryland,20708,Solved,No,19.0
262831,data cap,28-04-2015,28-Apr-15,1900-01-01 19:53:37,Customer Care Call,Laurel,Mississippi,39440,Closed,No,19.0
328006,disney internet,06-08-2015,6-Aug-15,1900-01-01 11:05:55,Customer Care Call,Laurel,Mississippi,39440,Solved,No,11.0
351933,billing discrepancies and misrepresentation of package prices,19-06-2015,19-Jun-15,1900-01-01 13:40:08,Internet,Lawranceville,Georgia,30045,Solved,No,13.0
228320,disney cancellation,04-10-2015,4-Oct-15,1900-01-01 11:06:01,Internet,Lawrenceville,Georgia,30044,Closed,No,11.0
289071,disney data limit,14-05-2015,14-May-15,1900-01-01 00:16:01,Customer Care Call,Lawrenceville,Georgia,30045,Solved,No,0.0
372425,disney data cap,29-06-2015,29-Jun-15,1900-01-01 14:15:07,Internet,Lawrenceville,Georgia,30045,Pending,No,14.0
277366,lack of service and speed,05-06-2015,5-Jun-15,1900-01-01 21:42:42,Internet,League City,Texas,77573,Closed,No,21.0
370440,disney in violation of merger terms,27-06-2015,27-Jun-15,1900-01-01 19:18:54,Customer Care Call,League City,Texas,77539,Solved,No,19.0
360320,online adertised price was not honored over phone,23-06-2015,23-Jun-15,1900-01-01 22:16:01,Internet,Lebanon,New Hampshire,3766,Solved,No,22.0
362928,locals,24-06-2015,24-Jun-15,1900-01-01 17:24:09,Customer Care Call,Lebanon,Oregon,97355,Open,No,17.0
260336,disney fees and internet services,27-04-2015,27-Apr-15,1900-01-01 21:21:34,Customer Care Call,Lebanon,Pennsylvania,17046,Closed,No,21.0
233974,blocking the viewing of websites,14-04-2015,14-Apr-15,1900-01-01 10:03:37,Customer Care Call,Lehigh Acres,Florida,33974,Closed,No,10.0
299683,bait and switch,20-05-2015,20-May-15,1900-01-01 15:46:39,Internet,Lehigh Acres,Florida,33936,Open,No,15.0
360791,unfair pricing,24-06-2015,24-Jun-15,1900-01-01 03:06:22,Internet,Lehigh Acres,Florida,33936,Open,Yes,3.0
347557,unresponsive calls to customer service regarding wifi hotspots,17-06-2015,17-Jun-15,1900-01-01 22:06:54,Customer Care Call,Lemont,Illinois,60439,Open,No,22.0
222075,disney billing,04-07-2015,4-Jul-15,1900-01-01 15:03:43,Customer Care Call,Levittown,Pennsylvania,19055,Closed,Yes,15.0
332408,disney promised credits by superviser,06-10-2015,6-Oct-15,1900-01-01 11:46:59,Internet,Levittown,Pennsylvania,19055,Open,No,11.0
327786,bait & switch,06-08-2015,6-Aug-15,1900-01-01 06:18:48,Internet,Lilburn,Georgia,30047,Closed,No,6.0
362485,data caps,24-06-2015,24-Jun-15,1900-01-01 15:49:24,Internet,Lilburn,Georgia,30047,Pending,No,15.0
360828,data caps,24-06-2015,24-Jun-15,1900-01-01 04:21:19,Internet,Lilburn,Georgia,30047,Pending,Yes,4.0
374157,disney data cap,30-06-2015,30-Jun-15,1900-01-01 10:32:56,Internet,Lilburn,Georgia,30047,Open,No,10.0
218049,cheating customer,04-04-2015,4-Apr-15,1900-01-01 17:45:02,Internet,Lincolnwood,Illinois,60712,Closed,No,17.0
344415,disney bundled services,16-06-2015,16-Jun-15,1900-01-01 19:49:59,Customer Care Call,Lindenwold,New Jersey,8021,Open,Yes,19.0
341950,xfinity unable to correct issue of losing connection,15-06-2015,15-Jun-15,1900-01-01 17:40:17,Internet,Linwood,New Jersey,8221,Open,No,17.0
360235,disney,23-06-2015,23-Jun-15,1900-01-01 21:44:45,Internet,Lisle,Illinois,60532,Solved,No,21.0
368198,monopolistic billing practices,26-06-2015,26-Jun-15,1900-01-01 13:34:44,Internet,Lisle,Illinois,60532,Solved,No,13.0
256913,300 gb monthly allowance,25-04-2015,25-Apr-15,1900-01-01 13:10:02,Customer Care Call,Lithia Springs,Georgia,30122,Closed,No,13.0
360550,disney data cap,23-06-2015,23-Jun-15,1900-01-01 23:36:42,Internet,Lithia Springs,Georgia,30122,Pending,Yes,23.0
221665,internet down,04-07-2015,4-Jul-15,1900-01-01 13:17:58,Internet,Lithonia,Georgia,30058,Closed,No,13.0
263720,disney data threshold,29-04-2015,29-Apr-15,1900-01-01 11:30:36,Customer Care Call,Lithonia,Georgia,30058,Closed,No,11.0
312637,customer service,28-05-2015,28-May-15,1900-01-01 20:49:57,Internet,Lithonia,Georgia,30058,Pending,No,20.0
354540,customer service & price,21-06-2015,21-Jun-15,1900-01-01 10:39:53,Internet,Lithonia,Georgia,30058,Closed,No,10.0
372723,loss of electronics/poor customer service/faulty grounding,29-06-2015,29-Jun-15,1900-01-01 15:35:57,Customer Care Call,Lithonia,Georgia,30058,Closed,No,15.0
274026,ongoing disney internet outages.,05-05-2015,5-May-15,1900-01-01 14:42:31,Customer Care Call,Little Rock,Arkansas,72203,Closed,No,14.0
359868,unfair internet prices,23-06-2015,23-Jun-15,1900-01-01 19:18:44,Customer Care Call,Little Rock,Arkansas,72223,Solved,No,19.0
362556,disney internet dropping out,24-06-2015,24-Jun-15,1900-01-01 16:00:43,Internet,Little Rock,Arkansas,72223,Solved,No,16.0
361742,disney problems,24-06-2015,24-Jun-15,1900-01-01 12:44:28,Customer Care Call,Little Rock,Arkansas,72205,Solved,No,12.0
338149,overcharged for underperforming services,06-12-2015,6-Dec-15,1900-01-01 18:20:55,Customer Care Call,Littleton,Colorado,80123,Solved,No,18.0
369960,i am being throttled by disney,27-06-2015,27-Jun-15,1900-01-01 13:14:37,Internet,Littleton,Colorado,80123,Solved,No,13.0
231375,disney unfair billing practices,04-12-2015,4-Dec-15,1900-01-01 18:07:28,Internet,Littleton,Massachusetts,1460,Closed,No,18.0
213817,disney billing shutting off service,04-02-2015,4-Feb-15,1900-01-01 11:23:54,Customer Care Call,Live Oak,California,95953,Open,No,11.0
374291,disneycomcas,30-06-2015,30-Jun-15,1900-01-01 11:19:50,Internet,Lndianapolis,Indiana,46228,Open,No,11.0
211472,disney cable,04-01-2015,4-Jan-15,1900-01-01 10:43:20,Customer Care Call,Lockport,Illinois,60441,Closed,No,10.0
231374,fraudulent billing practices by disney,04-12-2015,4-Dec-15,1900-01-01 18:03:51,Customer Care Call,Locust Grove,Virginia,22508,Closed,No,18.0
344348,services interrupted,16-06-2015,16-Jun-15,1900-01-01 19:12:42,Customer Care Call,Locust Grove,Virginia,22508,Solved,No,19.0
352012,internet contract issue,19-06-2015,19-Jun-15,1900-01-01 14:00:04,Internet,Lodi,California,95242,Solved,No,14.0
366778,disney billing,25-06-2015,25-Jun-15,1900-01-01 18:47:13,Internet,Logan,Utah,84321,Solved,Yes,18.0
291331,xfinity: bogus modem charges,15-05-2015,15-May-15,1900-01-01 09:56:08,Internet,Loganville,Georgia,30052,Solved,No,9.0
316040,n/a (b) (6),31-05-2015,31-May-15,1900-01-01 21:25:28,Internet,Loganville,Georgia,30052,Pending,No,21.0
351393,disney,19-06-2015,19-Jun-15,1900-01-01 11:20:13,Customer Care Call,Loganville,Georgia,30052,Solved,No,11.0
361105,poor customer service and internet availability,24-06-2015,24-Jun-15,1900-01-01 09:58:38,Internet,Loganville,Georgia,30052,Solved,No,9.0
324702,disney service,06-05-2015,6-May-15,1900-01-01 08:14:46,Customer Care Call,Lonaconing,Maryland,21539,Solved,No,8.0
362024,internet service and phone service,24-06-2015,24-Jun-15,1900-01-01 13:54:04,Internet,Long Grove,Illinois,60047,Solved,No,13.0
361528,xfinity,24-06-2015,24-Jun-15,1900-01-01 11:59:36,Customer Care Call,Longmont,Colorado,80504,Open,No,11.0
352951,internet speeds and billing errors,19-06-2015,19-Jun-15,1900-01-01 18:41:29,Internet,Los Alamos,New Mexico,87544,Open,Yes,18.0
272972,disney billing issue,05-04-2015,5-Apr-15,1900-01-01 23:57:58,Internet,Los Angeles,California,90034,Closed,No,23.0
367365,internet throttling & unfair billing practices,26-06-2015,26-Jun-15,1900-01-01 04:21:20,Internet,Los Gatos,California,95032,Closed,No,4.0
367949,internet throttling & unfair billing practices,26-06-2015,26-Jun-15,1900-01-01 12:04:31,Internet,Los Gatos,California,95032,Solved,No,12.0
375794,disney false advertising,30-06-2015,30-Jun-15,1900-01-01 18:16:26,Internet,Los Gatos,California,95033,Open,No,18.0
370484,speeds slower than advertised,27-06-2015,27-Jun-15,1900-01-01 20:08:01,Customer Care Call,Louisville,Colorado,80027,Solved,No,20.0
305856,increase in price of internet,25-05-2015,25-May-15,1900-01-01 13:36:39,Internet,Louisville,Tennessee,37777,Solved,Yes,13.0
362020,disney,24-06-2015,24-Jun-15,1900-01-01 13:53:15,Internet,Lowell,Massachusetts,1854,Solved,Yes,13.0
340455,slowness of internet,15-06-2015,15-Jun-15,1900-01-01 09:07:16,Internet,Lynchburg,Virginia,24502,Solved,No,9.0
339012,video throttling,13-06-2015,13-Jun-15,1900-01-01 13:12:13,Internet,Lynnfield,Massachusetts,1940,Solved,No,13.0
349588,disney/xfinity,18-06-2015,18-Jun-15,1900-01-01 15:38:33,Customer Care Call,Lynnwood,Washington,98036,Solved,No,15.0
374749,ridiculous and inconsistent billing,30-06-2015,30-Jun-15,1900-01-01 13:30:48,Internet,Lynnwood,Washington,98036,Solved,No,13.0
370293,disney over inflating data meter usage,27-06-2015,27-Jun-15,1900-01-01 17:12:43,Customer Care Call,Mabelton,Georgia,30126,Closed,No,17.0
227906,disney billing fraud,04-09-2015,4-Sep-15,1900-01-01 22:38:59,Internet,Mableton,Georgia,30126,Closed,No,22.0
333248,disney - incorrect billing issues - has happened on multiple occasions with my account,06-10-2015,6-Oct-15,1900-01-01 16:27:06,Internet,Mableton,Georgia,30126,Solved,No,16.0
371924,repeated issues with disney billing and customer service,29-06-2015,29-Jun-15,1900-01-01 11:53:31,Internet,Macomb,Illinois,61455,Solved,No,11.0
300802,disney data cap,21-05-2015,21-May-15,1900-01-01 09:05:26,Customer Care Call,Madison,Alabama,35756,Open,No,9.0
361078,unfair pricing practices,24-06-2015,24-Jun-15,1900-01-01 09:50:19,Internet,Madison,Alabama,35758,Solved,Yes,9.0
300500,disney customer service,20-05-2015,20-May-15,1900-01-01 20:49:38,Internet,Madison,Connecticut,6443,Solved,No,20.0
340564,disney business internet -- not providing service to new location & will not terminate contract despite multiple attempts,15-06-2015,15-Jun-15,1900-01-01 10:16:23,Internet,Madison,Mississippi,39110,Solved,No,10.0
324188,data caps discourage commerce,06-04-2015,6-Apr-15,1900-01-01 18:55:59,Customer Care Call,Madison,Tennessee,37115,Solved,No,18.0
359823,disney internet is atrocious,23-06-2015,23-Jun-15,1900-01-01 19:07:16,Internet,Magalia,California,95954,Pending,No,19.0
365166,disney,25-06-2015,25-Jun-15,1900-01-01 13:51:26,Customer Care Call,Manahawkin,New Jersey,8059,Solved,No,13.0
371299,internet speed,28-06-2015,28-Jun-15,1900-01-01 21:09:54,Customer Care Call,Manahawkin,New Jersey,8050,Open,No,21.0
270663,disney cancellation issue,05-03-2015,5-Mar-15,1900-01-01 15:41:03,Customer Care Call,Manassas,Virginia,20110,Solved,No,15.0
244436,internet availability,20-04-2015,20-Apr-15,1900-01-01 11:43:14,Customer Care Call,Manchester,New Hampshire,3102,Closed,No,11.0
302448,disney is giving me the ring around and charged me $130,21-05-2015,21-May-15,1900-01-01 19:36:45,Internet,Manchester,New Hampshire,3101,Solved,No,19.0
361007,disney over charges,24-06-2015,24-Jun-15,1900-01-01 09:27:57,Internet,Manchester,New Jersey,8759,Solved,Yes,9.0
234680,disney internet billing problems/disrespectful customer service agents,14-04-2015,14-Apr-15,1900-01-01 13:24:46,Internet,Manchester,Pennsylvania,17345,Closed,No,13.0
363966,bill flucuation,25-06-2015,25-Jun-15,1900-01-01 09:15:11,Customer Care Call,Manvel,Texas,77578,Solved,No,9.0
259629,disney internet-price keeps changing,27-04-2015,27-Apr-15,1900-01-01 16:40:09,Internet,Mapleton,Utah,84664,Closed,No,16.0
221175,disney continuous modem rental charges,04-07-2015,4-Jul-15,1900-01-01 10:55:32,Customer Care Call,Margate,Florida,33063,Closed,No,10.0
360185,disney throttling internet,23-06-2015,23-Jun-15,1900-01-01 21:26:30,Internet,Margate,New Jersey,8402,Open,Yes,21.0
220948,customer service and billing complaint,04-07-2015,4-Jul-15,1900-01-01 07:42:23,Internet,Marietta,Georgia,30068,Closed,No,7.0
264114,300gb/month data cap 'trial' for several years now,29-04-2015,29-Apr-15,1900-01-01 13:26:32,Customer Care Call,Marietta,Georgia,30062,Closed,No,13.0
286994,disney data usage cap,13-05-2015,13-May-15,1900-01-01 02:54:18,Internet,Marietta,Georgia,30068,Open,No,2.0
292968,disney data caps,16-05-2015,16-May-15,1900-01-01 00:19:09,Customer Care Call,Marietta,Georgia,30067,Solved,No,0.0
295614,disney refuses to honor a plan that one of their sales reps offered,18-05-2015,18-May-15,1900-01-01 17:11:06,Internet,Marietta,Georgia,30066,Solved,No,17.0
316247,disney,06-01-2015,6-Jan-15,1900-01-01 09:39:09,Internet,Marietta,Georgia,30066,Closed,No,9.0
326514,data cap imposed without notice,06-06-2015,6-Jun-15,1900-01-01 06:08:52,Internet,Marietta,Georgia,30066,Solved,No,6.0
329684,disney charging over $600 for data,06-08-2015,6-Aug-15,1900-01-01 22:53:54,Customer Care Call,Marietta,Georgia,30067,Closed,No,22.0
354546,disney/xfinity,21-06-2015,21-Jun-15,1900-01-01 10:51:49,Customer Care Call,Marietta,Georgia,30067,Solved,No,10.0
358050,disney business internet,23-06-2015,23-Jun-15,1900-01-01 12:17:42,Internet,Marietta,Georgia,30062,Solved,No,12.0
362909,disney 300gb data cap,24-06-2015,24-Jun-15,1900-01-01 17:19:51,Customer Care Call,Marietta,Georgia,30066,Solved,No,17.0
366944,disney charges,25-06-2015,25-Jun-15,1900-01-01 19:56:22,Internet,Marietta,Georgia,30062,Solved,No,19.0
367546,overcharged internet billing,26-06-2015,26-Jun-15,1900-01-01 09:47:15,Internet,Marietta,Georgia,30068,Open,No,9.0
368500,disney 300gb data cap,26-06-2015,26-Jun-15,1900-01-01 14:57:56,Internet,Marietta,Georgia,30066,Solved,No,14.0
371385,disney - billing practices,28-06-2015,28-Jun-15,1900-01-01 23:14:57,Customer Care Call,Marietta,Georgia,30064,Open,No,23.0
318574,disney billing and service issues,06-02-2015,6-Feb-15,1900-01-01 12:07:56,Customer Care Call,Markham,Illinois,60428,Open,No,12.0
359592,intermittent poor service,23-06-2015,23-Jun-15,1900-01-01 17:52:17,Internet,Marlborough,Connecticut,6447,Open,No,17.0
281940,inconsistent and poor internet performance,05-09-2015,5-Sep-15,1900-01-01 14:51:48,Customer Care Call,Marlton,New Jersey,5053,Closed,No,14.0
367321,internet performance (latency/bandwidth) substantially below what i'm paying for for weeks,26-06-2015,26-Jun-15,1900-01-01 01:45:58,Internet,Martinez,California,94553,Open,No,1.0
224222,disney endless problems,04-08-2015,4-Aug-15,1900-01-01 14:07:47,Internet,Martinez,Georgia,30907,Closed,No,14.0
218696,internet connection delibrately slowed down,04-05-2015,4-May-15,1900-01-01 22:06:33,Internet,Martinez,Georgia,30907,Closed,No,22.0
249355,disney - customer service/technical service inferiority,22-04-2015,22-Apr-15,1900-01-01 01:38:59,Customer Care Call,Martinsburg,West Virginia,25403,Closed,No,1.0
337071,disney cable outage,06-12-2015,6-Dec-15,1900-01-01 13:40:52,Customer Care Call,Martinsburg,West Virginia,25405,Solved,No,13.0
236299,service not disconnected as requested. overcharged and overpaid as a result.,15-04-2015,15-Apr-15,1900-01-01 07:58:43,Customer Care Call,Maryland Heights,Missouri,10701,Closed,No,7.0
340647,disney service,15-06-2015,15-Jun-15,1900-01-01 11:00:19,Customer Care Call,Marysville,California,95901,Solved,No,11.0
372859,infinity / disney,29-06-2015,29-Jun-15,1900-01-01 16:10:08,Customer Care Call,Marysville,Washington,98271,Solved,No,16.0
291044,datacaps,14-05-2015,14-May-15,1900-01-01 20:42:22,Customer Care Call,Maynardville,Tennessee,37807,Open,No,20.0
246635,disney internet speeds,21-04-2015,21-Apr-15,1900-01-01 11:02:40,Customer Care Call,Maywood,New Jersey,7607,Closed,Yes,11.0
306219,disney - internet service complaint,25-05-2015,25-May-15,1900-01-01 21:20:40,Internet,Mccordsville,Indiana,46055,Open,No,21.0
328801,no disney-- uverse,06-08-2015,6-Aug-15,1900-01-01 15:41:26,Internet,Mcdonough,Georgia,30253,Closed,No,15.0
211775,horrible service,04-01-2015,4-Jan-15,1900-01-01 12:28:58,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No,12.0
316927,disney- internet,06-01-2015,6-Jan-15,1900-01-01 14:21:30,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No,14.0
335859,internet,06-11-2015,6-Nov-15,1900-01-01 19:47:29,Internet,Mechanicsburg,Pennsylvania,17050,Solved,Yes,19.0
337869,wasted time and money!,06-12-2015,6-Dec-15,1900-01-01 16:50:15,Customer Care Call,Medley,Florida,33178,Solved,No,16.0
334514,billing issues,06-11-2015,6-Nov-15,1900-01-01 11:40:59,Internet,Melvindale,Michigan,48122,Solved,No,11.0
215077,forced to pay for home security services that are inactive bundled with my internet services,04-02-2015,4-Feb-15,1900-01-01 17:46:46,Customer Care Call,Memphis,Tennessee,38111,Closed,No,17.0
243364,disney data caps,18-04-2015,18-Apr-15,1900-01-01 20:55:05,Internet,Memphis,Tennessee,38119,Closed,Yes,20.0
252934,disney,23-04-2015,23-Apr-15,1900-01-01 15:33:57,Customer Care Call,Memphis,Tennessee,38104,Closed,No,15.0
265590,disney data cap limit,29-04-2015,29-Apr-15,1900-01-01 22:49:16,Internet,Memphis,Tennessee,38104,Closed,No,22.0
270239,invalid sercice,05-02-2015,5-Feb-15,1900-01-01 17:56:40,Customer Care Call,Memphis,Tennessee,38111,Solved,No,17.0
270240,invalid sercice,05-02-2015,5-Feb-15,1900-01-01 17:56:41,Customer Care Call,Memphis,Tennessee,38111,Closed,No,17.0
304454,disney data caps,23-05-2015,23-May-15,1900-01-01 00:23:38,Customer Care Call,Memphis,Tennessee,38111,Open,No,0.0
325445,stop the data caps of disney,06-05-2015,6-May-15,1900-01-01 14:06:03,Customer Care Call,Memphis,Tennessee,38111,Closed,No,14.0
333786,lack of communication and poor customer service,06-10-2015,6-Oct-15,1900-01-01 19:55:27,Internet,Memphis,Tennessee,38115,Open,No,19.0
353177,disney data cap,19-06-2015,19-Jun-15,1900-01-01 21:06:34,Internet,Memphis,Tennessee,38016,Solved,No,21.0
363094,disney overpricing,24-06-2015,24-Jun-15,1900-01-01 18:23:10,Customer Care Call,Memphis,Tennessee,38105,Open,No,18.0
361037,disney rates,24-06-2015,24-Jun-15,1900-01-01 09:42:09,Customer Care Call,Memphis,Tennessee,38117,Solved,No,9.0
375276,disney data cap,30-06-2015,30-Jun-15,1900-01-01 15:54:17,Internet,Memphis,Tennessee,38115,Pending,No,15.0
214998,disney refuse to honor agreed upon price / promotion,04-02-2015,4-Feb-15,1900-01-01 17:08:11,Internet,Menlo Park,California,94025,Closed,No,17.0
358746,disney slowing down,23-06-2015,23-Jun-15,1900-01-01 14:47:27,Customer Care Call,Menlo Park,California,94025,Solved,No,14.0
365162,unfair billing practices,25-06-2015,25-Jun-15,1900-01-01 13:50:03,Internet,Meriden,New Hampshire,3770,Solved,No,13.0
372223,poor customer service with disney,29-06-2015,29-Jun-15,1900-01-01 13:14:58,Customer Care Call,Meridian,Mississippi,39307,Open,No,13.0
357976,disney has turned my business account to third-party collections when i legitimately canceled my contract per the terms,23-06-2015,23-Jun-15,1900-01-01 12:03:16,Customer Care Call,Metairie,Louisiana,70003,Solved,No,12.0
230370,disney deceving upgrade without request,04-11-2015,4-Nov-15,1900-01-01 11:29:04,Customer Care Call,Miami,Florida,33177,Closed,Yes,11.0
239218,disney service issues.,16-04-2015,16-Apr-15,1900-01-01 13:06:07,Customer Care Call,Miami,Florida,33111,Closed,No,13.0
215922,not receiving internet and harrassing phone calls,04-03-2015,4-Mar-15,1900-01-01 10:35:40,Customer Care Call,Miami,Florida,33132,Closed,No,10.0
263934,internet service,29-04-2015,29-Apr-15,1900-01-01 12:30:58,Internet,Miami,Florida,33172,Closed,No,12.0
265456,disney complaint,29-04-2015,29-Apr-15,1900-01-01 21:07:55,Internet,Miami,Florida,33147,Closed,No,21.0
279363,disney is terrible,05-07-2015,5-Jul-15,1900-01-01 20:59:18,Internet,Miami,Florida,33186,Solved,No,20.0
282265,disney internet poor service,05-09-2015,5-Sep-15,1900-01-01 23:04:43,Customer Care Call,Miami,Florida,33176,Open,No,23.0
282025,charged for cable modem rental that i have owned for 8 years,05-09-2015,5-Sep-15,1900-01-01 16:03:56,Internet,Miami,Florida,33157,Open,No,16.0
291461,monthly charge for a modem,15-05-2015,15-May-15,1900-01-01 11:11:38,Customer Care Call,Miami,Florida,33169,Solved,No,11.0
293037,disney service,16-05-2015,16-May-15,1900-01-01 07:46:28,Customer Care Call,Miami,Florida,33177,Closed,No,7.0
293038,disney service,16-05-2015,16-May-15,1900-01-01 07:46:32,Customer Care Call,Miami,Florida,33177,Closed,No,7.0
301242,disney,21-05-2015,21-May-15,1900-01-01 13:07:43,Internet,Miami,Florida,33128,Solved,No,13.0
320355,exaggerated bill and lack of responsibilities in keep appointments! disrespect for consumers,06-03-2015,6-Mar-15,1900-01-01 09:31:06,Internet,Miami,Florida,33157,Solved,No,9.0
320369,exaggerated bill and lack of responsibilities in keep appointments! disrespect for consumers,06-03-2015,6-Mar-15,1900-01-01 09:36:34,Internet,Miami,Florida,33157,Open,No,9.0
340521,failure to connect service,15-06-2015,15-Jun-15,1900-01-01 09:51:39,Internet,Miami,Florida,33133,Solved,No,9.0
352345,disney will not cancel my account,19-06-2015,19-Jun-15,1900-01-01 15:42:43,Customer Care Call,Miami,Florida,33150,Solved,No,15.0
356421,problems with disney xfinity internet service,22-06-2015,22-Jun-15,1900-01-01 16:17:32,Internet,Miami,Florida,33145,Solved,No,16.0
365368,disney internet billing,25-06-2015,25-Jun-15,1900-01-01 14:12:52,Internet,Miami,Florida,33157,Open,Yes,14.0
367258,disney internet being slow,25-06-2015,25-Jun-15,1900-01-01 23:06:47,Internet,Miami,Florida,33194,Pending,No,23.0
369434,disney new signup billing bait-and-switch,26-06-2015,26-Jun-15,1900-01-01 21:54:59,Internet,Miami,Florida,33125,Pending,No,21.0
365082,billing,25-06-2015,25-Jun-15,1900-01-01 13:26:23,Internet,Miami Gardens,Florida,33056,Solved,No,13.0
355079,lack of internet speed,22-06-2015,22-Jun-15,1900-01-01 08:28:43,Customer Care Call,Middleboro,Massachusetts,2346,Closed,No,8.0
262747,disney poor customer services and commitment,28-04-2015,28-Apr-15,1900-01-01 19:15:01,Internet,Middleburg,Florida,32068,Closed,No,19.0
223841,new fcc internet rules slowing down system,04-08-2015,4-Aug-15,1900-01-01 12:24:52,Internet,Middletown,Connecticut,6457,Closed,No,12.0
359483,unfair pricing,23-06-2015,23-Jun-15,1900-01-01 17:24:45,Customer Care Call,Middletown,Maryland,21769,Solved,Yes,17.0
268773,poor service from disney xfinity,05-01-2015,5-Jan-15,1900-01-01 14:01:54,Internet,Milford,Delaware,19963,Open,No,14.0
360989,internet and cable billing,24-06-2015,24-Jun-15,1900-01-01 09:13:25,Internet,Milford,Delaware,19963,Solved,No,9.0
238264,disney,15-04-2015,15-Apr-15,1900-01-01 21:08:43,Customer Care Call,Milford,Michigan,48380,Closed,No,21.0
